"Id";"UserPrincipalName";"DisplayName";"AccountEnabled";"DeletedDateTime";"DeletionAgeInDays";"UserType"
"e9d82684-117e-4192-ad2e-4f972947694d";"e9d82684117e4192ad2e4f972947694dCrystal@M365x57702712.OnMicrosoft.com";"Conf Room Crystal";;;;
"11925eb9-a585-4ee3-86bf-986f553f40ff";"11925eb9a5854ee386bf986f553f40ffcut.tari@M365x57702712.onmicrosoft.com";"Cut T. Tari";;;;
"5a63fae6-86e3-4473-b0fb-f96c73b11efb";"5a63fae686e34473b0fbf96c73b11efbdaniel.mananta@M365x57702712.onmicrosoft.com";"Daniel M. Mananta";;;;
"1622f57c-bced-494c-bb36-0b01660a6105";"1622f57cbced494cbb360b01660a6105DebraB@M365x57702712.OnMicrosoft.com";"Debra Berger";;;;
"b9ddd6ca-2252-4645-b0e9-972951ccec59";"b9ddd6ca22524645b0e9972951ccec59deddy.corbuzier@M365x57702712.onmicrosoft.com";"Deddy C. Corbuzier";;;;
"9c6eb54d-ccce-42bf-8337-9080c3c15342";"9c6eb54dccce42bf83379080c3c15342dedi.handoko@M365x57702712.onmicrosoft.com";"Dedi H. Handoko";;;;
"4c5205ca-aeeb-49e0-8a59-9007504f442f";"4c5205caaeeb49e08a599007504f442fdedi.hidayat@M365x57702712.onmicrosoft.com";"Dedi H. Hidayat";;;;
"8b1ff8cf-9a25-4e97-820a-6e2b4a989046";"8b1ff8cf9a254e97820a6e2b4a989046dedi.kusuma@M365x57702712.onmicrosoft.com";"Dedi K. Kusuma";;;;
"b940ecd4-f167-4b56-86bc-d94802510aa9";"b940ecd4f1674b5686bcd94802510aa9dedi.kusumah@M365x57702712.onmicrosoft.com";"Dedi K. Kusumah";;;;
"da11aeb6-7733-4d82-9229-f1490f2f31e4";"da11aeb677334d829229f1490f2f31e4dedi.kusumah1@M365x57702712.onmicrosoft.com";"Dedi K. Kusumah";;;;
"d93263c2-42e6-4778-bf72-52bd42be8da4";"d93263c242e64778bf7252bd42be8da4dedi.pamungkas@M365x57702712.onmicrosoft.com";"Dedi P. Pamungkas";;;;
"2c82f56e-1106-41c5-bec2-6dc5d7b1ab10";"2c82f56e110641c5bec26dc5d7b1ab10dedi.setiawan@M365x57702712.onmicrosoft.com";"Dedi S. Setiawan";;;;
"1bb9e4b9-e972-4c8b-88a0-ff5d9397d482";"1bb9e4b9e9724c8b88a0ff5d9397d482dedi.wibowo@M365x57702712.onmicrosoft.com";"Dedi W. Wibowo";;;;
"23b09de9-e228-441e-81b5-fe6804a0d949";"23b09de9e228441e81b5fe6804a0d949DeliaD@M365x57702712.OnMicrosoft.com";"Delia Dennis";;;;
"7b5c3d61-cd96-44ee-920c-5c39aa75cbd8";"7b5c3d61cd9644ee920c5c39aa75cbd8denny.cagur@M365x57702712.onmicrosoft.com";"Denny C. Cagur";;;;
"bc84e816-7336-4079-b64c-e90e7c4a764e";"bc84e81673364079b64ce90e7c4a764edewa.budjana@M365x57702712.onmicrosoft.com";"Dewa B. Budjana";;;;
"06dc023f-af7a-4812-be3b-7d94744c4dcb";"06dc023faf7a4812be3b7d94744c4dcbdewi.kusnandar@M365x57702712.onmicrosoft.com";"Dewi K. Kusnandar";;;;
"ee9e38b8-357c-4a7e-8b7c-0ec97c81a93d";"ee9e38b8357c4a7e8b7c0ec97c81a93ddewi.lestari@M365x57702712.onmicrosoft.com";"Dewi L. Lestari";;;;
"1fce6836-cccb-487f-9ced-e2d16f5ea470";"1fce6836cccb487f9cede2d16f5ea470dewi.maheswara@M365x57702712.onmicrosoft.com";"Dewi M. Maheswara";;;;
"8ae7cd96-cb56-4bac-8e97-035c6633064a";"8ae7cd96cb564bac8e97035c6633064adewi.muttaqin@M365x57702712.onmicrosoft.com";"Dewi M. Muttaqin";;;;
"eb68ff9f-0e96-4f91-9462-d79359979add";"eb68ff9f0e964f919462d79359979adddewi.nurjaya@M365x57702712.onmicrosoft.com";"Dewi N. Nurjaya";;;;
"6daec74a-1a58-46d0-8eb3-05fdae8f4bd7";"6daec74a1a5846d08eb305fdae8f4bd7dewi.prasetiyo@M365x57702712.onmicrosoft.com";"Dewi P. Prasetiyo";;;;
"cc5bcd15-7578-4e88-a93f-2537089b7287";"cc5bcd1575784e88a93f2537089b7287dewi.putranto@M365x57702712.onmicrosoft.com";"Dewi P. Putranto";;;;
"7a3794dd-c63e-4c0e-af37-dc158a22e414";"7a3794ddc63e4c0eaf37dc158a22e414dewi.sandra@M365x57702712.onmicrosoft.com";"Dewi S. Sandra";;;;
"838c39ca-088a-48a6-82fa-504c860b18fa";"838c39ca088a48a682fa504c860b18fadewi.susanto@M365x57702712.onmicrosoft.com";"Dewi S. Susanto";;;;
"5f05b377-505a-4fe1-b9bc-06ea7fc8cdb8";"5f05b377505a4fe1b9bc06ea7fc8cdb8dewi.wardhana@M365x57702712.onmicrosoft.com";"Dewi W. Wardhana";;;;
"adee3d22-44fe-4c51-aacb-dda227e85e69";"adee3d2244fe4c51aacbdda227e85e69dian.sastro@M365x57702712.onmicrosoft.com";"Dian S. Sastro";;;;
"b2d61a07-ff46-45c7-821a-73d4b272fe54";"b2d61a07ff4645c7821a73d4b272fe54DiegoS@M365x57702712.OnMicrosoft.com";"Diego Siciliani";;;;
"1a6f3fa8-a63c-4723-967c-1a7f8a5d6404";"1a6f3fa8a63c4723967c1a7f8a5d6404dimas.cahyadi@M365x57702712.onmicrosoft.com";"Dimas C. Cahyadi";;;;
"17fa21dd-238b-4b22-ae7d-5b4384fa72b6";"17fa21dd238b4b22ae7d5b4384fa72b6dimas.darmadi@M365x57702712.onmicrosoft.com";"Dimas D. Darmadi";;;;
"461fa249-1e6f-4a9b-a3a3-64ef53cecc46";"461fa2491e6f4a9ba3a364ef53cecc46dimas.harun@M365x57702712.onmicrosoft.com";"Dimas H. Harun";;;;
"f1a9acf4-0053-44e7-8e12-0d5105be8a2c";"f1a9acf4005344e78e120d5105be8a2cdimas.jatikusuma@M365x57702712.onmicrosoft.com";"Dimas J. Jatikusuma";;;;
"d6421c14-2072-41b9-af47-fd5552edf945";"d6421c14207241b9af47fd5552edf945dimas.rachman@M365x57702712.onmicrosoft.com";"Dimas R. Rachman";;;;
"44542a94-da0e-476b-8479-c6e56858c274";"44542a94da0e476b8479c6e56858c274dimas.sumarno@M365x57702712.onmicrosoft.com";"Dimas S. Sumarno";;;;
"be8bc5f8-67a7-4024-b437-d98a39b6e888";"be8bc5f867a74024b437d98a39b6e888dimas.widyanto@M365x57702712.onmicrosoft.com";"Dimas W. Widyanto";;;;
"23eedcb9-980c-40d0-8c30-c46b855fb6db";"23eedcb9980c40d08c30c46b855fb6dbdimas.widyanto1@M365x57702712.onmicrosoft.com";"Dimas W. Widyanto";;;;
"879cdf10-7e0f-475c-aa97-999e6c0f8014";"879cdf107e0f475caa97999e6c0f8014dina.cahaya@M365x57702712.onmicrosoft.com";"Dina C. Cahaya";;;;
"196733fa-71ab-4164-9637-ccc4cb9fc247";"196733fa71ab41649637ccc4cb9fc247dina.hakim@M365x57702712.onmicrosoft.com";"Dina H. Hakim";;;;
"f01d231e-3db2-4bfb-a7e8-398d0e0b5122";"f01d231e3db24bfba7e8398d0e0b5122dina.hartono@M365x57702712.onmicrosoft.com";"Dina H. Hartono";;;;
"12e40bf0-e855-4a9e-ba3b-ac5051a7e21e";"12e40bf0e8554a9eba3bac5051a7e21edina.haryanto@M365x57702712.onmicrosoft.com";"Dina H. Haryanto";;;;
"cd77f6cf-b492-4d9f-bfa0-99e3275f5e68";"cd77f6cfb4924d9fbfa099e3275f5e68dina.rachmad@M365x57702712.onmicrosoft.com";"Dina R. Rachmad";;;;
"9d2008e0-623b-4f6e-991f-d96189614be7";"9d2008e0623b4f6e991fd96189614be7dina.setyawan@M365x57702712.onmicrosoft.com";"Dina S. Setyawan";;;;
"f77754f1-c0bb-49bc-aa91-c63e8096073c";"f77754f1c0bb49bcaa91c63e8096073cdina.sumardi@M365x57702712.onmicrosoft.com";"Dina S. Sumardi";;;;
"5a007b83-30ee-4131-841a-a924f178daee";"5a007b8330ee4131841aa924f178daeedion.wiyoko@M365x57702712.onmicrosoft.com";"Dion W. Wiyoko";;;;
"4e79c009-bc99-41b8-8a53-a7ded88d39c5";"4e79c009bc9941b88a53a7ded88d39c5dito12@M365x57702712.onmicrosoft.com";"Dito";;;;
"5a51c0f2-df48-4dad-a868-34a136d2cf02";"5a51c0f2df484dada86834a136d2cf02dwi.adipratama@M365x57702712.onmicrosoft.com";"Dwi A. Adipratama";;;;
"0b060e66-6d5b-4de1-82cc-e0a5559e05ee";"0b060e666d5b4de182cce0a5559e05eedwi.handoyo@M365x57702712.onmicrosoft.com";"Dwi H. Handoyo";;;;
"ace1b89c-d64e-4008-82c5-2f4d8716c0bc";"ace1b89cd64e400882c52f4d8716c0bcdwi.harianto@M365x57702712.onmicrosoft.com";"Dwi H. Harianto";;;;
"fdead8b9-dc50-45c0-8d0c-f96e0f8266ee";"fdead8b9dc5045c08d0cf96e0f8266eedwi.hendrawan@M365x57702712.onmicrosoft.com";"Dwi H. Hendrawan";;;;
"ddedeb87-4fb4-45de-bf12-a2f484ae8f74";"ddedeb874fb445debf12a2f484ae8f74dwi.jatikusuma@M365x57702712.onmicrosoft.com";"Dwi J. Jatikusuma";;;;
"427296ca-de7b-4f6d-a25a-2dc74ff24eaa";"427296cade7b4f6da25a2dc74ff24eaadwi.kusumawardani@M365x57702712.onmicrosoft.com";"Dwi K. Kusumawardani";;;;
"40140d80-683b-4bb1-9a30-f79ad71c37c9";"40140d80683b4bb19a30f79ad71c37c9dwi.maheswara@M365x57702712.onmicrosoft.com";"Dwi M. Maheswara";;;;
"29a2961e-4575-4505-a5ca-df241bb0931c";"29a2961e45754505a5cadf241bb0931cdwi.sasmita@M365x57702712.onmicrosoft.com";"Dwi S. Sasmita";;;;
"302069eb-8567-43fb-9e0c-079eb1c55079";"302069eb856743fb9e0c079eb1c55079dwi.sumarno@M365x57702712.onmicrosoft.com";"Dwi S. Sumarno";;;;
"60bafd08-4a1a-479c-80fe-3b003d4f154d";"60bafd084a1a479c80fe3b003d4f154ddwi.suryana@M365x57702712.onmicrosoft.com";"Dwi S. Suryana";;;;
"a34d6d44-669b-4dce-a1da-7c7f143c6e5a";"a34d6d44669b4dcea1da7c7f143c6e5adwi.suwandi@M365x57702712.onmicrosoft.com";"Dwi S. Suwandi";;;;
"46bdeedc-f526-41cd-865c-0da5e4f0caeb";"46bdeedcf52641cd865c0da5e4f0caebdwi.utami@M365x57702712.onmicrosoft.com";"Dwi U. Utami";;;;
"21326dc1-1d2b-454a-9fa8-49cddcd6d42d";"21326dc11d2b454a9fa849cddcd6d42deka.gunawan@M365x57702712.onmicrosoft.com";"Eka G. Gunawan";;;;
"48ec7450-681c-4aba-bd8a-056cc05e6f77";"48ec7450681c4ababd8a056cc05e6f77eka.gustiwana@M365x57702712.onmicrosoft.com";"Eka G. Gustiwana";;;;
"ebd40489-71f0-4fc3-a3ed-e7f06625a949";"ebd4048971f04fc3a3ede7f06625a949eka.hakim@M365x57702712.onmicrosoft.com";"Eka H. Hakim";;;;
"db86d3a9-3c86-4fcd-9686-588d9a4e35c1";"db86d3a93c864fcd9686588d9a4e35c1eka.handoko@M365x57702712.onmicrosoft.com";"Eka H. Handoko";;;;
"ba3019a3-6eec-48b8-8c00-fa3c8f1a1938";"ba3019a36eec48b88c00fa3c8f1a1938eka.irawan@M365x57702712.onmicrosoft.com";"Eka I. Irawan";;;;
"7a80302e-a522-49cc-a0cd-66a1db6ab295";"7a80302ea52249cca0cd66a1db6ab295eka.jatmiko@M365x57702712.onmicrosoft.com";"Eka J. Jatmiko";;;;
"ff9ad2c5-9e8a-4eb1-be48-b11c160c6db0";"ff9ad2c59e8a4eb1be48b11c160c6db0eka.pamungkas@M365x57702712.onmicrosoft.com";"Eka P. Pamungkas";;;;
"7a7608be-a8a3-4723-a083-a3bf0dcf98e1";"7a7608bea8a34723a083a3bf0dcf98e1eka.prasetyo@M365x57702712.onmicrosoft.com";"Eka P. Prasetyo";;;;
"8ae6176b-5627-410f-93bc-5a456cf6004a";"8ae6176b5627410f93bc5a456cf6004aeka.santoso@M365x57702712.onmicrosoft.com";"Eka S. Santoso";;;;
"137ef8da-5a5c-4a0d-89d3-357ab11d5d71";"137ef8da5a5c4a0d89d3357ab11d5d71eka.sumardi@M365x57702712.onmicrosoft.com";"Eka S. Sumardi";;;;
"02eaf37e-c18a-40b2-b09e-500182edb4d3";"02eaf37ec18a40b2b09e500182edb4d3eka.sumardi1@M365x57702712.onmicrosoft.com";"Eka S. Sumardi";;;;
"c94905fc-b29c-4951-a91b-bbe1300777f7";"c94905fcb29c4951a91bbbe1300777f7eka.wijaya@M365x57702712.onmicrosoft.com";"Eka W. Wijaya";;;;
"dcf675dd-fa49-4f11-bd4c-db6549932a48";"dcf675ddfa494f11bd4cdb6549932a48eko.handoko@M365x57702712.onmicrosoft.com";"Eko H. Handoko";;;;
"e1da4414-3d1f-4584-8961-a70f55be5903";"e1da44143d1f45848961a70f55be5903eko.nurhayati@M365x57702712.onmicrosoft.com";"Eko N. Nurhayati";;;;
"c9da10a3-1ed7-4082-ae50-d3afd5186da1";"c9da10a31ed74082ae50d3afd5186da1eko.rachmad@M365x57702712.onmicrosoft.com";"Eko R. Rachmad";;;;
"3b8220d0-d17f-415e-b2e0-7b9478e5ecc0";"3b8220d0d17f415eb2e07b9478e5ecc0eko.ramadhan@M365x57702712.onmicrosoft.com";"Eko R. Ramadhan";;;;
"8f18c8cb-b183-4e01-804e-a96d34eecbac";"8f18c8cbb1834e01804ea96d34eecbaceko.saptono@M365x57702712.onmicrosoft.com";"Eko S. Saptono";;;;
"11362cea-8793-45de-9c18-d8f95b4377c7";"11362cea879345de9c18d8f95b4377c7eko.suryanto@M365x57702712.onmicrosoft.com";"Eko S. Suryanto";;;;
"454f39a0-5dd6-4d85-ac3b-ead8bad1ec1d";"454f39a05dd64d85ac3bead8bad1ec1deko.wahyudi@M365x57702712.onmicrosoft.com";"Eko W. Wahyudi";;;;
"74154771-f8e0-4c1f-9b0a-e22ff50bd182";"74154771f8e04c1f9b0ae22ff50bd182eko.wibowo@M365x57702712.onmicrosoft.com";"Eko W. Wibowo";;;;
"efdabc93-1415-4df0-bfba-380007c73d41";"efdabc9314154df0bfba380007c73d41ello.cagur@M365x57702712.onmicrosoft.com";"Ello C. Cagur";;;;
"7cfd21bd-d1ef-47b2-b592-677ffb70ec92";"7cfd21bdd1ef47b2b592677ffb70ec92elsa.cahyadi@M365x57702712.onmicrosoft.com";"Elsa C. Cahyadi";;;;
"712810c9-4923-42f0-b2cf-172d490d1a66";"712810c9492342f0b2cf172d490d1a66elsa.hendrawan@M365x57702712.onmicrosoft.com";"Elsa H. Hendrawan";;;;
"e8bb6a1f-9819-472f-ab51-7a3722fe61df";"e8bb6a1f9819472fab517a3722fe61dfelsa.kurnianingsih@M365x57702712.onmicrosoft.com";"Elsa K. Kurnianingsih";;;;
"9f3aa933-b5d4-4a2d-aca0-3c91d262bd26";"9f3aa933b5d44a2daca03c91d262bd26elsa.kusumawardani@M365x57702712.onmicrosoft.com";"Elsa K. Kusumawardani";;;;
"9f0f0e67-5297-4d4f-bd82-ed45198d0326";"9f0f0e6752974d4fbd82ed45198d0326elsa.kusumawardani1@M365x57702712.onmicrosoft.com";"Elsa K. Kusumawardani";;;;
"98bdfd1f-4c05-4aeb-aba6-cdf38831d365";"98bdfd1f4c054aebaba6cdf38831d365elsa.nurhaliza@M365x57702712.onmicrosoft.com";"Elsa N. Nurhaliza";;;;
"34d1d00e-97ad-43c2-907a-0d48a9b97278";"34d1d00e97ad43c2907a0d48a9b97278elsa.nurjaya@M365x57702712.onmicrosoft.com";"Elsa N. Nurjaya";;;;
"ff1ad9ae-6d15-4ec2-84f3-fc535fbb37b2";"ff1ad9ae6d154ec284f3fc535fbb37b2elsa.putranto@M365x57702712.onmicrosoft.com";"Elsa P. Putranto";;;;
"843eaa78-6c51-466c-9d07-dd6be228cb77";"843eaa786c51466c9d07dd6be228cb77elsa.sumantri@M365x57702712.onmicrosoft.com";"Elsa S. Sumantri";;;;
"3c03a232-4e74-4bdf-ac68-9ba1e7d6c78d";"3c03a2324e744bdfac689ba1e7d6c78delsa.sumarno@M365x57702712.onmicrosoft.com";"Elsa S. Sumarno";;;;
"7ff44e99-f722-4ff6-a2b4-c28a8d950692";"7ff44e99f7224ff6a2b4c28a8d950692elsa.suryana@M365x57702712.onmicrosoft.com";"Elsa S. Suryana";;;;
"e5ee0105-abd4-4a37-820a-fadb0de20aa0";"e5ee0105abd44a37820afadb0de20aa0elsa.susanto@M365x57702712.onmicrosoft.com";"Elsa S. Susanto";;;;
"f8028d91-b925-47f4-b082-a6cfdcfcde15";"f8028d91b92547f4b082a6cfdcfcde15elsa.syahroni@M365x57702712.onmicrosoft.com";"Elsa S. Syahroni";;;;
"db1806da-3fff-43e5-99b6-32a706bd91c9";"db1806da3fff43e599b632a706bd91c9elsa.utami@M365x57702712.onmicrosoft.com";"Elsa U. Utami";;;;
"ebdd7561-7c0a-4c59-bd87-7ea1801d4b74";"ebdd75617c0a4c59bd877ea1801d4b74elsa.wahyono@M365x57702712.onmicrosoft.com";"Elsa W. Wahyono";;;;
"e84f5cf5-5368-4455-95d3-1c7eccc5af4b";"e84f5cf55368445595d31c7eccc5af4belsa.wardhana@M365x57702712.onmicrosoft.com";"Elsa W. Wardhana";;;;
"d1048992-fc94-4fac-9a6f-c8122eb8c5d1";"d1048992fc944fac9a6fc8122eb8c5d1elsa.widyanto@M365x57702712.onmicrosoft.com";"Elsa W. Widyanto";;;;
"8cb14ac1-059f-4a91-ac3d-3176becad1e2";"8cb14ac1059f4a91ac3d3176becad1e2elsa.wulandari@M365x57702712.onmicrosoft.com";"Elsa W. Wulandari";;;;
"51fc5021-3ff8-4501-8a2e-8d586edb907a";"51fc50213ff845018a2e8d586edb907aendah.laras@M365x57702712.onmicrosoft.com";"Endah L. Laras";;;;
"e108322f-46a9-4ff3-9e68-0cb0eff7d1b7";"e108322f46a94ff39e680cb0eff7d1b7enzy.storia@M365x57702712.onmicrosoft.com";"Enzy S. Storia";;;;
"f39dc181-1d7e-4392-bbbf-c9c43fc356c6";"f39dc1811d7e4392bbbfc9c43fc356c6erik.dito@M365x57702712.onmicrosoft.com";"Erik Dito";;;;
"50afc0ca-d9d6-42a6-b5fb-c2c10bca96f3";"50afc0cad9d642a6b5fbc2c10bca96f3erik.tampubolon@ditoo.click";"erik dito";;;;
"3c554778-1f65-4fb1-b85b-16ae75447c79";"3c5547781f654fb1b85b16ae75447c79erik.tampubolon@M365x57702712.onmicrosoft.com";"Erik";;;;
"adb67bb7-bbcb-4b06-b38a-43c170a870e7";"adb67bb7bbcb4b06b38a43c170a870e7erlangga.putra@M365x57702712.onmicrosoft.com";"Erlangga P. Putra";;;;
"d69b48ce-36a2-434b-b87e-1ca05e0292fc";"d69b48ce36a2434bb87e1ca05e0292fcernest.prakasa@M365x57702712.onmicrosoft.com";"Ernest P. Prakasa";;;;
"02e01882-e2d9-4c1c-af4e-178550b6cc74";"02e01882e2d94c1caf4e178550b6cc74eross.candra@M365x57702712.onmicrosoft.com";"Eross C. Candra";;;;
"aaf54441-89b9-4ef7-a29e-00ecf2cbf43c";"aaf5444189b94ef7a29e00ecf2cbf43cExRemoved-affe11089a9740d082babccfdccce0d3@M365x57702712.onmicrosoft.com";"erik.tampubolon";;;;
"a895969c-2335-4700-841d-360fc0bc667e";"a895969c23354700841d360fc0bc667efachri.albar@M365x57702712.onmicrosoft.com";"Fachri A. Albar";;;;
"99c2e259-7db2-4ca6-b1c5-53277d3619c6";"99c2e2597db24ca6b1c553277d3619c6fadli.zon@M365x57702712.onmicrosoft.com";"Fadli Z. Zon";;;;
"c1a27066-fa25-49b0-8a35-ca307c2556c4";"c1a27066fa2549b08a35ca307c2556c4fahri.budiyanto@M365x57702712.onmicrosoft.com";"Fahri B. Budiyanto";;;;
"2827a410-3b04-49da-bdaa-a955dd5c9444";"2827a4103b0449dabdaaa955dd5c9444fahri.nurhaliza@M365x57702712.onmicrosoft.com";"Fahri N. Nurhaliza";;;;
"7a0b75ea-918d-4836-b272-3d4ec831b6d4";"7a0b75ea918d4836b2723d4ec831b6d4fahri.suherman@M365x57702712.onmicrosoft.com";"Fahri S. Suherman";;;;
"b5c8698c-621c-4f11-89c3-20c375794608";"b5c8698c621c4f1189c320c375794608fahri.suherman1@M365x57702712.onmicrosoft.com";"Fahri S. Suherman";;;;
"1f864ae0-d041-4fe6-8884-18de633802ea";"1f864ae0d0414fe6888418de633802eafahri.utami@M365x57702712.onmicrosoft.com";"Fahri U. Utami";;;;
"9456bc6e-3d6d-42a8-862b-17bfdc5a4687";"9456bc6e3d6d42a8862b17bfdc5a4687fahri.wahyono@M365x57702712.onmicrosoft.com";"Fahri W. Wahyono";;;;
"5ee1819a-2e1c-46ba-a25a-f463682c85e4";"5ee1819a2e1c46baa25af463682c85e4fajar.darmawan@M365x57702712.onmicrosoft.com";"Fajar D. Darmawan";;;;
"07e0aa34-1a7c-409f-a757-8f1070d6e8c9";"07e0aa341a7c409fa7578f1070d6e8c9fajar.darmawan1@M365x57702712.onmicrosoft.com";"Fajar D. Darmawan";;;;
"c1cb335b-0bb7-4d05-979c-948c06b36e71";"c1cb335b0bb74d05979c948c06b36e71fajar.firmansyah@M365x57702712.onmicrosoft.com";"Fajar F. Firmansyah";;;;
"0031b7d2-52b8-450b-815c-4cb4f35966a3";"0031b7d252b8450b815c4cb4f35966a3fajar.gunawan@M365x57702712.onmicrosoft.com";"Fajar G. Gunawan";;;;
"fb8e96e0-38f4-40f4-9516-288cea1c4f04";"fb8e96e038f440f49516288cea1c4f04fajar.hartono@M365x57702712.onmicrosoft.com";"Fajar H. Hartono";;;;
"76abd29f-7142-4ab8-8aae-86ea6835b2cb";"76abd29f71424ab88aae86ea6835b2cbfajar.hidayat@M365x57702712.onmicrosoft.com";"Fajar H. Hidayat";;;;
"ea0a003b-c54b-4735-bef3-cee6172438c6";"ea0a003bc54b4735bef3cee6172438c6fajar.hidayat1@M365x57702712.onmicrosoft.com";"Fajar H. Hidayat";;;;
"df6d66d4-22b0-4a61-99ba-d9bbf7771517";"df6d66d422b04a6199bad9bbf7771517fajar.mahendra@M365x57702712.onmicrosoft.com";"Fajar M. Mahendra";;;;
"aab21f6a-b9ab-4a57-9e00-dae101e79eb4";"aab21f6ab9ab4a579e00dae101e79eb4fajar.saptono@M365x57702712.onmicrosoft.com";"Fajar S. Saptono";;;;
"8b029ff4-0f2b-4219-bf43-8ee187af3378";"8b029ff40f2b4219bf438ee187af3378fajar.setiawan@M365x57702712.onmicrosoft.com";"Fajar S. Setiawan";;;;
"1500e205-f16a-4e97-8b97-4a45bea4b900";"1500e205f16a4e978b974a45bea4b900fajar.setyawan@M365x57702712.onmicrosoft.com";"Fajar S. Setyawan";;;;
"c84f5831-ca3a-4219-9057-340e6531722a";"c84f5831ca3a42199057340e6531722afajar.suharto@M365x57702712.onmicrosoft.com";"Fajar S. Suharto";;;;
"3a2a4cb9-b136-4ba6-aa61-94e82e89e1c6";"3a2a4cb9b1364ba6aa6194e82e89e1c6fajar.sumardi@M365x57702712.onmicrosoft.com";"Fajar S. Sumardi";;;;
"1b452d9c-ec33-4e0c-ac77-f4d489b06b2f";"1b452d9cec334e0cac77f4d489b06b2ffajar.sutrisno@M365x57702712.onmicrosoft.com";"Fajar S. Sutrisno";;;;
"a5121e2f-72b3-4214-bf50-b431f000d856";"a5121e2f72b34214bf50b431f000d856fajar.suwarno@M365x57702712.onmicrosoft.com";"Fajar S. Suwarno";;;;
"96d06a39-284e-4066-9f3b-c78dceadbd2b";"96d06a39284e40669f3bc78dceadbd2bfajar.utomo@M365x57702712.onmicrosoft.com";"Fajar U. Utomo";;;;
"5cdb85a1-cd1f-41c9-a215-06278842294e";"5cdb85a1cd1f41c9a21506278842294efajar.wardana@M365x57702712.onmicrosoft.com";"Fajar W. Wardana";;;;
"6177ccc1-dde9-405a-b78a-dd6aa1b26904";"6177ccc1dde9405ab78add6aa1b26904farah.quinn@M365x57702712.onmicrosoft.com";"Farah Q. Quinn";;;;
"27d05fab-1e4b-480e-8a7d-d91f74e08390";"27d05fab1e4b480e8a7dd91f74e08390farhan.darmadi@M365x57702712.onmicrosoft.com";"Farhan D. Darmadi";;;;
"fa367b6a-3070-44f9-9dd7-b30f4385bef0";"fa367b6a307044f99dd7b30f4385bef0farhan.halim@M365x57702712.onmicrosoft.com";"Farhan H. Halim";;;;
"99d006d1-4519-44b5-915c-bf1f79fdf313";"99d006d1451944b5915cbf1f79fdf313farhan.handoyo@M365x57702712.onmicrosoft.com";"Farhan H. Handoyo";;;;
"c352077e-ee43-4eda-9279-3d2491e0b855";"c352077eee434eda92793d2491e0b855farhan.handoyo1@M365x57702712.onmicrosoft.com";"Farhan H. Handoyo";;;;
"232b6a7e-5e0b-42f8-aaed-4a50ce85413d";"232b6a7e5e0b42f8aaed4a50ce85413dfarhan.kusumawardani@M365x57702712.onmicrosoft.com";"Farhan K. Kusumawardani";;;;
"230bd942-07cb-4ce2-aa69-96b8ac66ab7e";"230bd94207cb4ce2aa6996b8ac66ab7efarhan.permana@M365x57702712.onmicrosoft.com";"Farhan P. Permana";;;;
"3364ebab-b23e-4fed-8408-e079c7973cb1";"3364ebabb23e4fed8408e079c7973cb1farhan.putranto@M365x57702712.onmicrosoft.com";"Farhan P. Putranto";;;;
"bceb6f2e-7ae7-4781-bf2e-016983d57ab4";"bceb6f2e7ae74781bf2e016983d57ab4farhan.suryana@M365x57702712.onmicrosoft.com";"Farhan S. Suryana";;;;
"e4448d0c-3307-40aa-a7c2-b617be5917aa";"e4448d0c330740aaa7c2b617be5917aafarhan.suryana1@M365x57702712.onmicrosoft.com";"Farhan S. Suryana";;;;
"56e7e268-a9b0-4de2-84ec-be013378d45c";"56e7e268a9b04de284ecbe013378d45cfedi.nuril@M365x57702712.onmicrosoft.com";"Fedi N. Nuril";;;;
"0de9c323-fd59-47df-9857-db6e04ac5b2f";"0de9c323fd5947df9857db6e04ac5b2fferry.salim@M365x57702712.onmicrosoft.com";"Ferry S. Salim";;;;
"ad735667-79d0-4d7e-a8ab-da3d46373276";"ad73566779d04d7ea8abda3d46373276fiersa.besari@M365x57702712.onmicrosoft.com";"Fiersa B. Besari";;;;
"b158559a-fb9a-42b9-9eec-d4e125bea4a5";"b158559afb9a42b99eecd4e125bea4a5fitri.firmansyah@M365x57702712.onmicrosoft.com";"Fitri F. Firmansyah";;;;
"4494e086-633b-4f40-8076-6e75644947b9";"4494e086633b4f4080766e75644947b9fitri.gunawan@M365x57702712.onmicrosoft.com";"Fitri G. Gunawan";;;;
"7e6e951f-1559-44fc-b210-ad35c3e8a2a7";"7e6e951f155944fcb210ad35c3e8a2a7fitri.hakim@M365x57702712.onmicrosoft.com";"Fitri H. Hakim";;;;
"0c8b0e9e-24b4-4f3a-b152-20b8c198bdc1";"0c8b0e9e24b44f3ab15220b8c198bdc1fitri.handayani@M365x57702712.onmicrosoft.com";"Fitri H. Handayani";;;;
"3714db32-2c3a-4eec-a40c-1002858818ad";"3714db322c3a4eeca40c1002858818adfitri.hartono@M365x57702712.onmicrosoft.com";"Fitri H. Hartono";;;;
"f436b186-bbbc-4671-b27c-8f32a12dc209";"f436b186bbbc4671b27c8f32a12dc209fitri.hidayat@M365x57702712.onmicrosoft.com";"Fitri H. Hidayat";;;;
"38e08aa2-f3b5-4561-822d-2af2d0009e3d";"38e08aa2f3b54561822d2af2d0009e3dfitri.irawan@M365x57702712.onmicrosoft.com";"Fitri I. Irawan";;;;
